UN_Region,Year,Population,E_Waste_kg_per_capita,Total_E_Waste_metric_tons,Recycling_Rate_percent,Formal_Collection_Rate_percent,Informal_Processing_percent,Hazardous_Content_percent,Landfill_Rate_percent,Export_Rate_percent,E_Waste_Policy_Index,GDP_per_capita_USD,Urbanization_Rate_percent
Southern Asia,2020,176068575,19.83,3491439.84,36.29,5.7,35.17,32.98,21.56,5.84,0.954,9416.96,32.68
Southern Asia,2023,135570624,13.4,1816646.36,79.67,67.86,37.59,30.95,51.69,25.81,0.946,17227.14,39.58
Sub-Saharan Africa,2024,131762681,9.72,1280733.26,71.25,37.81,39.46,31.13,22.55,5.37,0.804,34224.78,35.56
Europe,2020,207965927,27.17,5650434.24,49.14,16.53,25.49,28.06,8.16,21.25,0.718,53360.07,35.08
Northern America,2020,53465861,4.83,258240.11,62.03,6.33,26.11,37.61,17.42,22.85,0.776,29348.53,15.67
South-Eastern Asia,2021,156177598,17.29,2700310.67,53.59,50.8,29.73,24.43,56.37,32.04,0.507,45432.43,36.78
Northern America,2023,198848147,7.38,1467499.32,58.04,29.65,68.15,25.47,64.88,17.35,0.132,10280.33,41.26
Europe,2022,143382895,16.6,2380156.06,36.06,18.71,37.94,11.59,39.04,13.12,0.763,15614.09,56.54
Northern America,2021,228789692,7.3,1670164.75,12.97,9.09,3.99,36.25,56.73,14.44,0.743,26632.68,67.61
South-Eastern Asia,2023,234749981,22.72,5333519.57,20.2,16.65,79.86,31.45,30.2,26.24,0.232,48607.28,57.65
Eastern Asia,2021,204441373,3.38,691011.84,75.71,68.35,40.08,22.28,52.81,8.82,0.663,18814.13,26.12
Central Asia,2023,193620535,27.77,5376842.26,27.82,18.12,88.54,15.28,65.13,34.92,0.487,61088.48,79.44
Sub-Saharan Africa,2021,82157746,6.02,494589.63,,7.81,66.94,27.9,18.53,33.03,0.041,38087.19,93.11
Sub-Saharan Africa,2020,99533703,2.44,242862.24,82.06,16.97,49.03,25.9,52.43,13.97,0.534,46121.09,41.77
Western Asia,2023,248465226,25.2,6261323.7,79.21,37.06,24.53,36.7,40.66,11.39,0.725,9824.56,31.8
Oceania,2020,133802692,11.9,1592252.03,,20.87,70.59,15.31,59.19,8.2,0.897,unknown,80.04
Northern Africa,2020,93312311,20.76,1937163.58,23.48,9.24,60.4,36.96,35.13,25.39,0.286,40877.3,22.79
Oceania,2024,82848421,10.55,874050.84,21.44,21.39,72.48,20.97,30.03,9.08,0.812,9778.23,73.59
Western Asia,2023,152321262,19.8,3015960.99,73.3,60.68,84.15,28.6,35.74,27.52,0.2,76640.57,77.81
Sub-Saharan Africa,2021,140700148,19.32,2718326.86,33.37,5.49,46.86,38.37,20.71,6.8,0.373,,45.23
Oceania,2023,223845098,10.6,2372758.04,67.11,8.15,69.18,26.47,20.49,22.49,0.946,56396,56.54
Northern America,2020,38459342,12.41,477280.43,56.52,16.48,70.2,25.59,42.59,3.79,0.572,29489.56,38.79
Latin America and the Caribbean,2020,216130635,4.23,914232.59,69.09,24.4,41.67,38.74,22.96,9.73,0.457,24192.75,89.68
Northern Africa,2023,147928066,2.79,412719.3,,44.29,27.47,25.98,23.65,34.65,0.36,68449.82,50.4
South-Eastern Asia,2021,164377453,19.53,3210291.66,59.77,13.32,62.17,38.2,38.64,17.72,0.041,34733.78,25.39
Northern Africa,2024,115760326,10.67,1235162.68,12.52,3.85,24.38,14.24,35.41,29.38,0.134,6619.45,62.48
Oceania,2023,124783842,13.49,1683334.03,,30.67,43.55,19.86,44.3,8.77,0.559,,64.83
Western Asia,2023,101053591,11.95,1207590.41,78.07,13.78,89.61,18.81,6.08,7.74,0.163,25126.06,64.37
Europe,2023,37973673,15.41,585174.3,45.65,16.21,58.59,25.42,9.74,16.01,0.918,74478.92,55.29
Northern America,2023,19293465,16.49,318149.24,22.42,10.17,36.66,30.15,37.64,10.42,0.239,59920.58,73.99
Central Asia,2021,227990731,27.96,6374620.84,69.62,14.33,81.16,12.97,41.5,14.02,0.731,76096.12,15.49
Western Asia,2020,55884689,19.53,1091427.98,14.17,5.74,92.76,24.29,9.14,4.96,0.353,32521.53,45.33
Southern Asia,2021,33822416,20.5,693359.53,75.25,17.65,91.05,11.06,37.64,26.65,0.855,68939.57,76.26
South-Eastern Asia,2022,197033168,16.54,3258928.6,24.74,21.38,19.72,23.1,50.16,5.41,0.659,1305.58,89.23
Europe ,2020,73878034,17.37,1283261.45,40.58,7.67,65.7,29.56,43.44,32.86,0.201,22145.94,39.15
South-Eastern Asia,2022,N/A,17.75,2020776.12,42.41,9.8,19.38,39.98,17.76,31.66,0.711,59705.53,81.09
South-Eastern Asia,2022,131944450,26.39,3482014.04,68.28,49.13,86.7,14.05,56.62,31.33,0.847,56231.95,92.74
Central Asia,2022,194713420,19.18,3734603.4,26.08,14.25,35.26,34.15,43.78,28.6,0.683,68805.08,59.38
Oceania,2021,226908564,-10.82,2455150.66,45,36.76,70.92,30.7,26.78,7.93,0.482,32909.21,59.3
Eastern Asia,2021,132056299,25.91,3421578.71,78.2,75.32,7.44,29.57,63.87,27.62,0.859,54184.1,58.16
Europe,2023,105708355,28.79,3043343.54,11.18,5.26,92.9,27.63,38.4,19.47,0.414,17483.99,63.17
Sub Saharan Africa,2020,228675856,4.49,1026754.59,21.73,16.01,2.19,20.51,17.97,17.52,0.717,57613.02,44.03
Europe,2020,102752821,3.76,386350.61,7.56,5.36,80.57,17.35,19.38,24.71,0.889,68174.73,31.34
Europe,2022,226292671,27.95,6324880.15,29.97,21.32,25.28,22.36,59.33,32.29,0.773,,61.68
Europe,2023,160378837,15.65,2509928.8,78.6,53.09,63.82,17.33,33.76,4.43,0.403,79157.9,84.26
Central Asia,2021,197873846,7.4,1464266.46,6.25,6.11,83.27,19.48,22.53,25.53,0.779,52534.54,21.5
Northern Africa,2024,89744265,5.28,473849.72,6.87,3.14,62.85,27.98,20.22,15.19,0.875,69680.91,86.44
Southern Asia,2020,43676121,24.56,1072685.53,40.07,23.04,88.52,19.08,49.39,32.16,0.103,11774.23,81.9
Southern Asia,2021,10273618,26.04,267525.01,18.31,3.64,17.85,34.11,10.16,8.59,0.663,57971.49,82.99
Northern Africa,2023,169479614,19.04,3226891.85,79.43,15.47,73.21,24.69,54.1,29.49,0.304,unknown,93.38
South-Eastern Asia,2021,243531985,9.86,2401225.37,77.76,53.4,25.67,33.29,29.88,3.97,0.406,7564.99,53.15
Northern Africa,2021,189507145,2.86,541990.43,11.36,10.65,20.58,30.38,44.27,13.36,0.393,63348.68,72.59
Northern America,2021,109281931,5.48,598864.98,64.48,15.4,93.26,32.56,19.3,18.13,0.923,77133.82,27.98
Eastern Asia,2023,173386922,17.31,3001327.62,79.67,9.18,10.46,20.54,43.53,32.96,0.496,2197.41,92.26
Sub Saharan Africa,2023,124554274,23.08,2874712.64,14.52,8.04,74.11,11.99,67.3,5.21,0.193,3698.74,56.03
Europe,2024,43743299,28.41,1242747.12,84.92,49.03,77.54,39.13,34.41,18.07,0.456,28517.01,16.15
Northern America,2024,50104755,3.98,199416.92,150,17.21,7.24,15.51,39,29.21,0.6,41366.76,
Western Asia,2020,234073617,28.7,6717912.81,21.93,12.38,63.56,17.11,62.38,6.42,0.552,72302.04,51.48
Northern America,2020,169587519,5.53,937818.98,5.53,4.41,45.38,17.3,39.2,14.11,0.014,44412.39,81.67
Eastern Asia,2021,155025632,12.72,1971926.04,35.41,21.9,85.59,12.6,53.22,6.63,0.99,16761.96,96.16
Eastern Asia,2020,147476095,14.76,2176747.16,47.46,44.59,33.79,22.71,15.97,33.49,0.247,71020.97,65.45
Central Asia,2020,211600272,10.52,2226034.86,48.8,41.63,11.63,13.87,29.2,27.14,0.431,9772.83,79.26
Eastern Asia,2024,57922322,9.81,568217.98,34.42,15.16,40.99,23.32,45.3,33.31,0.912,35795.45,
Central Asia,2020,62237400,17.74,1104091.48,,11.87,34.18,10.91,59.63,27.47,0.744,64218.64,85.26
Latin America and the Caribbean,2021,163207798,6.57,1072275.23,30.97,29.73,44.35,10.99,16.3,24.22,0.548,71959.5,79.37
Europe,2024,132643706,11.91,1579786.54,20.66,5.72,22.01,11.6,62.05,33.28,0.347,71944.02,77.09
Southern Asia,2020,47489526,6.23,295859.75,42.83,37.67,77.71,10.31,43.26,7.59,0.794,78600.22,45.59
Eastern Asia,2020,242389718,26.74,6481501.06,57.15,6.23,55.53,26.22,62.25,31.93,0.969,34423.79,77
Eastern Asia,2024,52324139,20.56,1075784.3,67.76,59.75,69.56,17.65,13.2,16.87,0.949,17990.6,32.32
Northern Africa,2023,N/A,-27.83,628397.14,17.31,7.96,90.15,33.21,36.93,4.97,0.163,64761.25,57.07
Northern Africa,2020,95759019,7.6,727768.54,,25.71,89.69,31.52,6.11,0.3,0.486,21081.43,
Northern America,2021,157931973,16.17,2553760,27.69,22.63,32.88,36.53,69.48,3.13,0.358,23908.13,23.33
Central Asia,2024,35675531,11.24,400992.97,34.09,33.52,80,35.96,56.56,19.23,0.434,11672.86,93.83
Oceania,2022,56390845,25.09,1414846.3,6.75,5.45,80.28,19.28,63.11,8.03,0.205,35605.08,95.74
Central Asia,2023,242411461,12.82,3107714.93,32.16,4.11,99.32,14.52,17.33,20.6,0.171,56255.2,87.05
Northern Africa,2024,200639356,5.72,1147657.12,,27.92,41.26,37.16,33,2.65,0.063,50177.04,32.51
South-Eastern Asia,2024,165240919,3.42,565123.94,59.05,24.55,39.17,32.38,55.83,22.82,0.39,21083.05,39.95
Eastern Asia,2024,237266887,24.46,5803548.06,59.91,37.38,73.06,25.7,18.51,18.69,0.988,68099.08,93.48
Eastern Asia,2024,138735447,18.57,2576317.25,72.16,68.53,77.52,14.22,45.12,28.37,0.567,11312.98,23.27
Western Asia,2021,106219939,24.35,2586455.51,56.2,20.5,94.94,32.34,8.55,6.16,0.204,1406.35,50.52
Eastern Asia,2020,24286701,26.89,653069.39,10.52,3.88,28.28,20.02,32.53,17.03,0.356,,61.44
Northern Africa,2024,165536736,7.85,1299463.38,30.78,8.34,56.3,37.84,26.99,29.05,0.04,28086.6,27.76
Eastern Asia,2021,99347150,6.61,656684.66,6,3.45,31.29,25.35,19.4,21.98,0.678,,61.39
Sub-Saharan Africa,2024,21979549,5.93,130338.73,38.28,33.1,26.73,13.75,46.26,21.51,0.329,63070.91,61.59
Oceania,2022,113830064,5.93,675012.28,84.08,32.51,61.06,25.49,62,16.94,0.273,73460.05,
Central Asia,2024,151523764,8.53,1292497.71,41.12,30.32,45.6,21.59,28.53,23.97,0.705,59992.7,54.58
Europe,2023,97007298,3.98,386089.05,25.69,20.41,81.75,38.5,40.76,7.81,0.062,53892.05,27.51
Oceania,2022,71308706,25.2,1796979.39,38.16,36.81,59.32,25.42,32.52,7.84,0.974,51583.49,69.32
Northern Africa,2020,92905684,21.7,2016053.34,46.22,9.92,44.95,20.68,32.55,33.95,0.188,51608.21,42.59
Western Asia,2022,20604557,6.68,137638.44,75.8,9.18,36.13,18.47,18.75,31.52,0.216,61604.63,91.79
Sub-Saharan Africa,2024,75768279,8.84,669791.59,47.06,10.18,20.94,29.78,34.53,12.42,0.25,49868.47,97.51
Central Asia,2020,206477882,9.58,1978058.11,20.28,3.14,89.51,36.57,47.87,30.13,0.585,59109.9,47.38
Oceania,2021,128575014,24.77,3184803.1,,4.26,39.28,18.97,27.06,12.44,0.82,60843.79,39.75
Western Asia,2024,227596855,10.6,2412526.66,150,39.11,46.53,10.88,19.08,29.88,0.199,,28.78
Oceania,2022,158450482,21.37,3386086.8,,41.77,2.22,17.12,5.98,21.87,0.767,3233.95,33.11
Europe,2024,158305592,7.89,1249031.12,20.62,12.59,17.15,16.01,52.88,30.29,0.355,28297.62,53.8
Eastern Asia,2023,6616727,16.45,108845.16,28.81,23.03,10.34,16.23,54.18,30.69,0.158,unknown,21.62
Western Asia,2020,142154555,21.33,3032156.66,77.46,63.72,75.37,22.3,56.07,3.32,0.19,41654.95,85.38
Europe,2021,223951874,26.38,5907850.44,52.86,23.08,81.8,35.79,13.05,5.86,0.078,48525.56,87.75
Europe,2022,13405939,23.93,320804.12,46.04,36.96,80.86,15.17,30,27.01,0.515,47331.5,22.2
South-Eastern Asia,2021,90450098,19.53,1766490.41,70.92,15.61,2.54,38.43,30.65,32.87,0.503,72484.62,86.38
Europe,2023,102962694,25.34,2609074.67,41.07,38.64,28.12,26.37,64.05,33.46,0.908,13520.72,69.65
Eastern Asia,2020,117058418,21.6,2528461.83,55.05,16.9,56.59,14.39,29.25,3.91,0.208,75333.36,28.08
Europe,2020,24206503,4.93,119338.06,7.06,3.52,12.52,19.52,48.66,17.85,0.925,52786.55,23.07
Western Asia,2024,18702305,21.37,399668.26,48.43,17.13,41.98,39.76,44.37,9.19,0.131,22592.65,67.36
Southern Asia,2020,191728154,17.4,3336069.88,38.04,28.74,82.18,18.28,46.02,29.34,0.648,43274.04,71.46
South-Eastern Asia,2020,120490318,16.4,1976041.22,37.07,22.57,4.95,20.3,53.18,29.11,0.295,73990.94,68.01
South-Eastern Asia,2024,142353841,14.75,2099719.15,49.91,22.34,40.41,19.45,27.99,11,0.477,48868.09,54.02
Latin America and the Caribbean,2022,74844965,10.65,797098.88,28.12,11.06,96.07,17.42,22,12.12,0.509,,92.81
Northern Africa,2021,87349938,28.31,2472876.74,26.52,10.76,34.21,39.85,20.3,14.94,0.436,64026.15,63.25
Southern Asia,2023,249349042,7.48,1865130.83,35.53,30.13,38.74,19.27,65.73,8.12,0.032,58906.23,15.44
Northern Africa,2023,170820193,20.27,3462525.31,29.53,15.71,13.41,27.51,65.78,24.39,0.449,61084.83,24.33
Northern Africa,2021,10440358,17.63,184063.51,13.13,3.73,10.09,29.79,56.27,17.51,0.893,39163.88,78.93
Sub-Saharan Africa,2023,18989936,2.09,39688.97,12.74,6.29,46.04,38.59,17.72,1.87,0.492,79211.18,76.26
Sub-Saharan Africa,2023,20068102,12.07,242221.99,79.08,29.66,99.25,35.02,24.62,10.31,0.771,24484.57,16.41
Southern Asia,2020,51777037,13.94,721771.9,66.56,60.69,89.58,11.33,44.89,18.26,0.557,73888.76,48.15
Eastern Asia,2021,232571625,20.09,4672363.95,66.44,41.59,86.36,36.48,54.02,21.77,0.897,66711.76,55.13
Northern America,2024,80477666,23.08,1857424.53,26.59,17.39,48.97,38.26,35.16,33.73,0.05,68728.44,62.09
Europe,2020,198627714,16.92,3360780.92,26.55,19.32,23.74,22.16,25.09,25.19,0.087,53509.31,66.57
Eastern Asia,2020,122309676,9.62,1176619.08,21.43,6.48,27.03,16.83,12.32,3.77,0.037,64566.24,33.55
Sub Saharan Africa,2022,119320760,10.32,1231390.24,83.06,60.42,58,30.71,59.76,8.1,0.268,56973.89,29.61
Northern Africa,2020,213767081,20.29,4337334.07,26.16,5.86,16.97,31.63,46.44,33.25,0.341,9304.78,71.5
South-Eastern Asia,2020,146810768,29.89,4388173.86,47.04,33.42,59.01,14.75,12.36,1.19,0.521,29986.02,94.32
Northern America,2022,N/A,20.23,1383632.53,150,7.72,16.35,32.86,6.37,12.33,0.786,41383.95,49.25
Northern Africa,2020,173582335,23.56,4089599.81,39.22,4.51,59.63,32.49,66.77,22.93,0.043,,17.52
Sub-Saharan Africa,2021,205503175,18.65,3832634.21,33.97,8.1,78.24,33.47,16.48,31.05,0.742,32362.98,39
South-Eastern Asia,2022,80758220,12.19,984442.7,32.3,17.53,27.66,14.33,37.04,31.65,0.153,29064.94,15.96
Central Asia,2023,194061318,26.27,5097990.82,40.57,26.15,62,29.74,22.04,5.46,0.782,55305.68,56
Eastern Asia,2022,234767042,21.98,5160179.58,8.15,5.14,5.35,22.56,49.26,10.24,0.331,20614.17,42.4
Sub-Saharan Africa,2020,60926404,21.64,1318447.38,72.05,41.07,99.06,18.22,51.32,11.62,0.65,42673.31,54.03
Northern America,2021,136861948,29.55,4044270.56,42.49,8.79,2.12,28.98,36.26,9.43,0.935,24395.65,47.78
Latin America and the Caribbean,2020,88802538,5.39,478645.68,27.41,20.85,61.54,39.07,5.1,18.64,0.395,25317.19,85.36
Northern Africa,2021,206982806,29.3,6064596.22,60.48,11.9,57.66,34.87,28.79,12.17,0.705,76097.08,57.51
Northern Africa,2022,59157866,12.28,726458.59,,26.68,52.23,22.91,50.54,13.37,0.354,20720.74,35.37
Europe,2022,170426622,3.03,516392.66,8.03,7.71,87.72,25.81,25.47,7.63,0.6,77840.57,41.44
Southern Asia,2021,197199370,26.07,5140987.58,,15.55,84.08,22.3,16.05,23.1,0.74,1912.09,76.61
Sub-Saharan Africa,2020,75497560,4.1,309540,74.04,35.44,84.3,31.53,11.84,32.85,0.199,43130.5,93.71
Latin America and the Caribbean,2023,73709032,27.8,2049111.09,47.47,35.59,91.19,36.28,57.86,30.46,0.725,22924.1,95.5
Oceania,2022,153007359,25.09,3838954.64,31.77,16.54,38.31,12.34,52.91,7.94,0.565,31112.87,52.69
Sub-Saharan Africa,2020,78344478,16.1,1261346.1,48.26,35.25,25.79,15.85,39.15,15.11,0.878,43855.22,66.17
Europe,2022,178373921,3.27,583282.72,150,6.69,39.59,19.52,30.82,19.18,0.447,32063.16,80.37
Northern Africa,2023,172959975,24.06,4161417,76.11,9.53,71.02,21.16,37.34,21.27,0.126,66026.87,83.45
Eastern Asia,2024,1307218,28.12,36758.97,13.4,7.63,16.28,38.26,47.8,33.39,0.787,70564.29,97.03
Sub-Saharan Africa,2022,35533808,25.77,915706.23,31.13,11.78,28.35,30.59,14.24,30.07,0.559,58392.7,27.93
Central Asia,2024,194333349,29.08,5651213.79,29.62,9.73,87.63,37.55,42.14,10.19,0.491,39013.69,24.1
Latin America and the Caribbean,2023,182361902,27.91,5089720.68,28.31,24.83,55.55,25.21,37.03,12.46,0.705,49468.38,64.3
Northern America,2022,186869808,14.59,2726430.5,45.37,3.86,71.88,37.6,49.16,18.68,0.646,16237.38,31.34
Central Asia,2021,155882875,15.83,2467625.91,55.67,34,65.9,16.08,51.43,13.01,0.802,41769.78,72.84
Central Asia,2023,18481238,23.14,427655.85,71.99,11.32,3.32,23.45,14.51,24.39,0.367,17020.83,58.78
Europe,2024,140124103,29.72,4164488.34,38.82,35.56,55.53,31.47,36.33,28.57,0.279,52534.99,40.95
Southern Asia,2023,138368893,14.65,2027104.28,27.02,20.91,62,26.99,21.19,17.52,0.687,unknown,80.98
South-Eastern Asia,2021,132077721,19.2,2535892.24,,13.15,8.68,27.8,31.75,12.14,0.398,42198.11,57.73
Northern Africa,2021,200363626,17.61,3528403.45,11,5.85,89.47,27.56,66.64,2.3,0.605,,
Latin America and the Caribbean,2024,152350032,6.66,1014651.21,38.42,15.58,8.05,15.96,23.4,23.48,0.967,50280.3,21.84
Northern Africa,2020,196457080,22.01,4324020.33,82.67,78.97,28.04,28.56,68.44,13.21,0.634,31590.68,50.5
Europe,2023,48463562,10.88,527283.55,27.79,24.28,97.39,15.47,45.6,8.03,0.366,65024.37,15.25
Central Asia,2022,137118362,9.2,1261488.93,59.03,29.18,66.25,21.12,17.03,10.6,0.448,54357.6,31.4
Oceania,2020,84908592,4.96,421146.62,42.34,26.29,57.38,30.83,24.89,4.98,0.051,48838.85,37.87
Northern Africa,2021,152422977,6.57,1001418.96,,12.93,64.77,36.49,49.72,7.95,0.576,52458.58,45.27
Northern America,2024,62090400,-22.51,1397654.9,20.17,5.94,20.26,14.37,52.83,21.17,0.455,60465.81,69.05
Central Asia,2021,80594659,27.28,2198622.3,5.62,4.37,67.68,15.46,45.6,25.57,0.602,36143.65,68.87
Northern Africa,2023,220575286,7.49,1652108.89,50.48,39.84,86.37,31.61,69.22,15.78,0.029,15988.62,61.39
Sub-Saharan Africa,2020,136018420,26.96,3667056.6,35.94,34.54,97.31,31.86,24.43,34.87,0.686,53324.49,46.89
Europe,2021,202063721,25.82,5217285.28,64.54,37.01,28.98,19.81,23.9,21.39,0.556,21734.44,97.93
Northern Africa,2022,28846875,12.37,356835.84,18.15,12.76,77.95,24.02,13.38,24.32,0.324,22627.33,94.19
Northern Africa,2021,177746261,4.74,842517.28,84.33,44.83,91.83,12.93,55.22,19.77,0.049,73952.67,82.3
Sub-Saharan Africa,2021,14156331,2.67,37797.4,66.67,43.25,68.74,23.82,18.97,9.14,0.153,71398.29,
Latin America and the Caribbean,2020,123384509,26.92,3321510.98,35.79,7.22,62.03,10.51,5.99,15.9,0.988,59850.33,73.89
Southern Asia,2023,32620445,25.72,838997.85,11.5,4.03,63.41,32.64,46.15,20.46,0.262,16258.03,47.48
Europe,2020,26572100,22.44,596277.92,54.5,22.18,22.57,30.75,18.37,16.01,0.542,52379.18,35.5
South-Eastern Asia,2020,27635629,16.74,462620.43,5.12,4.99,43.14,18.61,45.66,13.81,0.956,20297.57,83.93
Latin America and the Caribbean,2023,159135644,-11.61,1847564.83,68.29,53.85,31.3,21.83,60.32,24.08,0.305,14644.47,93.35
Western Asia,2022,199735523,26.5,5292991.36,150,62.86,7.77,20.81,30.06,6.67,0.309,53338.47,81.77
Northern America,2022,13554239,21.43,290467.34,49.34,41.93,7.4,11.42,6.6,26.84,0.535,37078.82,80.01
Western Asia,2022,187376486,27.95,5237172.78,67.75,50.41,36.03,28.89,17.36,24.7,0.907,5673.51,69.84
South-Eastern Asia,2024,229255865,26.14,5992748.31,23.86,3.37,24.57,23.52,39.98,22.77,0.933,24679.01,57.43
Oceania,2021,42172968,7.07,298162.88,14.95,12.93,9.91,30.5,47.61,18.88,0.76,948.9,26.22
Europe,2021,4859596,21.11,102586.07,81.84,77.16,33.77,30.48,69.85,12.05,0.354,26177.93,34.64
Europe,2024,210734234,4.21,887191.13,65.32,46.19,8.88,35.49,5.92,9.63,0.296,34917.64,55.43
Eastern Asia,2020,36271555,20.07,727970.11,71.49,49.34,82.7,29.53,37.36,33.44,0.18,25777.72,76.89
Europe,2022,61195532,6.13,375128.61,42.09,34.61,72.69,31.71,28.57,25.02,0.484,13294.45,85.2
Northern America,2023,59230976,15.13,896164.67,17.22,7.33,52.05,11.38,48.66,4.66,0.6,46844.89,83.04
Oceania,2024,161739841,2.53,409201.8,83.4,7.21,10.76,31.11,9.22,2.93,0.127,5123.07,75.91
Oceania,2022,68794467,17.67,1215598.23,74.82,23.97,28.89,16.18,47.18,28.31,0.367,53113.44,36.09
Southern Asia,2024,106991716,25.64,2743267.6,54.45,24.22,32.9,34.77,6.82,18.27,0.697,55419.29,84.39
Central Asia,2024,125162583,4.41,551966.99,34.22,14.73,15.42,34.91,55.67,7.33,0.589,20401.4,52.39
Latin America and the Caribbean,2024,20431010,15.58,318315.14,,17.94,64.31,29.86,18.74,26.86,0.195,35780.23,90.25
Latin America and the Caribbean,2022,178600415,15.65,2795096.49,53.41,29.94,21.34,10.29,50.39,0.14,0.647,65538.79,28.62
Oceania,2024,25936142,23.67,613908.48,74.51,42.26,36.51,10.56,61.58,19.43,0.335,,66.19
South-Eastern Asia,2024,132666829,4.52,599654.07,22.87,22.85,38.72,17.76,7.03,10.96,0.079,62687.67,57.95
Central Asia,2023,58637077,17.95,1052535.53,54.91,34.69,55.94,21.5,49.39,16.98,0.202,,77.85
Northern America,2022,193343291,16.26,3143761.91,55.9,33.63,52.48,20.27,19.87,12.19,0.575,7583.82,61.77
Sub-Saharan Africa,2021,162741286,17.85,2904931.96,37.84,8.84,33.3,13.03,40.71,22.54,0.658,66313.51,27.55
Southern Asia,2024,58632533,18.79,1101705.3,5.74,4.99,46.62,14.61,10.17,19.8,0.337,38118.16,91.17
Sub-Saharan Africa,2020,74160689,17.85,1323768.3,44.24,40.37,39.53,26.3,61.07,33.91,0.888,10666.42,25.49
Central Asia,2023,210771998,22.22,4683353.8,12.82,5.57,69.69,29.77,41.27,3.83,0.467,38350.31,73
South-Eastern Asia,2023,98432162,10.81,1064051.67,41.48,24.12,2.8,24.2,10.17,23.02,0.4,45071.5,18.54
Western Asia,2023,164181690,23.64,3881255.15,44.3,28.92,40.23,30.76,12.22,14.27,0.999,,68.79
Northern America,2023,189336142,29.05,5500214.93,8.37,4.07,38.99,17.96,42.21,15.76,0.546,14997.84,32
Northern America,2024,137144651,27.47,3767363.56,56.4,53.77,84.72,17.12,68.64,21.09,0.714,,50.32
Latin America and the Caribbean,2024,194301677,23.55,4575804.49,40.51,3.28,1.99,34.17,37.12,28.28,0.768,72824.43,92.34
Oceania,2023,44858974,9.42,422571.54,20.25,8.97,27.97,17.25,13.88,31.13,0.275,7561.73,40.55
Northern Africa,2022,111137756,18.6,2067162.26,40.73,16.57,82.9,14.35,48.96,18.46,0.372,72298.5,50.47
Northern Africa,2021,59581309,5.03,299693.98,10.58,4.97,37.01,37.85,66.95,7.12,0.244,26430.61,85.93
Eastern Asia,2022,208493672,14.83,3091961.16,43.86,20.14,23.56,30.81,21.66,32.6,0.869,5001.91,96.77
Northern America,2020,10433649,14.58,152122.6,65.87,54.07,22.15,23.71,28.71,30.02,0.714,51101.52,92.06
South-Eastern Asia,2020,10983149,18.59,204176.74,45.4,28.05,90.19,16.46,46.35,31.11,0.392,17952.1,49.86
Southern Asia,2020,76866391,11.78,905486.09,53.32,6.7,19.05,25.25,23.09,17.06,0.597,18271.11,68.22
Latin America and the Caribbean,2022,143997480,4.13,594709.59,50.28,8.07,1.92,10.37,18.17,23.71,0.359,26809.48,21.42
Sub-Saharan Africa,2024,152528167,6.88,1049393.79,75.94,74,75.1,20.78,19.8,32.93,0.583,52562.27,22.68
Sub-Saharan Africa,2023,65883422,28.42,1872406.85,53.48,47.82,63.09,28.05,34.13,20.33,0.329,50650.31,51.73
Europe ,2023,187568071,22.98,4310314.27,75.32,45.68,58.91,26.62,57.71,6.16,0.553,69348.36,96.46
Europe,2021,64309866,17.11,1100341.81,13.23,3.36,12.64,25.64,50.05,31.5,0.034,64924.49,94.54
Northern Africa,2020,132016375,5.21,687805.31,27.75,26.34,72.27,26.51,58.69,3.13,0.221,79931.05,77.46
Europe,2024,55911249,13.88,776048.14,80.17,63.43,2.01,12.52,30.01,8.55,0.874,3464.29,47.53
Central Asia,2021,203022781,29.73,6035867.28,35.14,11.71,63.74,10.79,21.35,21.24,0.629,3948.73,24.98
Northern Africa,2024,238251674,14.58,3473709.41,75.6,27.45,54.71,31.47,66.53,32.99,0.412,11559.24,80.52
